index,family,cell,corr_regime,dix_regime,h,n,n_eps,gate,p5,p10,p25,p50,p75,p90,p95,mean,hit
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,63,45,13,True,-12.134,-10.752,0.649,3.833,9.819,16.105,18.208,3.469,75.556
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,1,93,24,True,-2.319,-1.562,-0.3,0.405,1.175,2.406,2.617,0.426,64.516
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,2,93,24,True,-2.852,-2.028,-0.162,0.744,1.834,3.126,3.942,0.701,73.118
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,3,93,24,True,-3.602,-2.097,-0.417,1.018,2.264,3.98,4.797,0.81,66.667
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,5,93,24,True,-3.388,-2.181,-0.407,1.571,3.716,4.802,5.774,1.318,66.667
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,10,93,24,True,-4.118,-2.844,-0.352,1.853,4.198,6.257,7.736,1.744,70.968
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,15,93,24,True,-5.556,-3.791,-0.243,2.133,5.197,7.95,8.62,2.29,73.118
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,21,93,24,True,-4.633,-2.82,0.397,2.97,6.891,8.971,11.28,3.415,77.419
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,42,93,24,True,-7.899,-3.936,0.877,5.151,8.404,11.633,13.859,4.332,78.495
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,63,93,24,True,-7.903,-5.446,0.063,7.215,10.741,15.613,19.764,5.775,75.269
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,1,201,20,True,-2.378,-1.685,-0.764,-0.104,0.776,1.613,2.217,-0.075,46.269
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,2,201,20,True,-3.733,-2.828,-1.404,0.148,1.332,2.217,2.899,-0.093,52.736
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,3,201,20,True,-4.216,-3.457,-1.618,0.256,1.442,2.729,3.854,-0.072,54.726
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,5,201,20,True,-5.392,-3.939,-2.258,0.162,1.697,3.778,5.018,-0.155,53.234
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,10,201,20,True,-8.67,-6.15,-2.41,0.208,3.006,5.562,6.28,-0.057,52.736
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,15,201,20,True,-7.55,-6.577,-3.887,1.435,4.092,6.389,7.988,0.407,58.706
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,21,201,20,True,-8.521,-7.952,-4.622,1.943,5.217,7.011,8.39,0.621,59.204
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,42,201,20,True,-9.978,-7.845,-2.547,1.776,5.861,10.339,11.71,1.614,62.687
SPX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,63,201,20,True,-14.445,-11.223,-4.71,1.056,6.681,10.302,11.842,0.634,53.234
